#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
661	67.36	70.58	68.29	64.67	73.46	72.18	68.07	49.34	1320.0000
662	67.25	69.91	67.50	64.50	72.99	71.36	67.72	49.40	1322.0000
663	67.11	69.28	66.77	64.31	72.50	70.59	67.35	49.48	1324.0000
664	66.96	68.68	66.08	64.10	72.01	69.87	66.94	49.55	1326.0000
665	66.79	68.12	65.44	63.88	71.51	69.20	66.53	49.62	1328.0000
666	66.60	67.58	64.84	63.65	71.01	68.57	66.09	49.69	1330.0000
667	66.41	67.08	64.27	63.41	70.52	67.98	65.66	49.76	1332.0000
668	66.21	66.61	63.74	63.17	70.03	67.42	65.22	49.82	1334.0000
669	66.01	66.16	63.25	62.92	69.55	66.89	64.78	49.88	1336.0000
670	65.80	65.74	62.79	62.66	69.06	66.38	64.35	49.94	1338.0000
671	65.59	65.34	62.36	62.41	68.60	65.90	63.92	49.99	1340.0000
672	65.38	64.96	61.95	62.15	68.13	65.45	63.50	50.04	1342.0000
673	65.16	64.61	61.57	61.91	67.68	65.01	63.08	50.10	1344.0000
674	64.94	64.27	61.21	61.65	67.23	64.61	62.68	50.14	1346.0000
675	64.73	63.95	60.87	61.40	66.81	64.20	62.30	50.18	1348.0000
676	64.52	63.64	60.55	61.16	66.37	63.82	61.91	50.21	1350.0000
677	64.31	63.35	60.25	60.91	65.96	63.45	61.54	50.24	1352.0000
678	64.11	63.08	59.96	60.68	65.56	63.09	61.18	50.26	1354.0000
679	63.89	62.81	59.69	60.44	65.16	62.75	60.83	50.29	1356.0000
680	63.69	62.56	59.44	60.21	64.78	62.42	60.50	50.30	1358.0000
681	63.48	62.32	59.20	59.98	64.40	62.11	60.17	50.32	1360.0000
682	63.28	62.09	58.96	59.75	64.04	61.80	59.85	50.33	1362.0000
683	63.08	61.86	58.74	59.54	63.68	61.51	59.55	50.33	1364.0000
684	62.88	61.65	58.53	59.32	63.34	61.22	59.26	50.34	1366.0000
685	62.68	61.44	58.34	59.12	63.00	60.94	58.99	50.34	1368.0000
686	62.49	61.25	58.15	58.91	62.67	60.68	58.72	50.34	1370.0000
687	62.29	61.05	57.96	58.71	62.35	60.42	58.46	50.33	1372.0000
688	62.11	60.87	57.79	58.51	62.04	60.17	58.21	50.33	1374.0000
689	61.92	60.69	57.62	58.31	61.73	59.93	57.97	50.31	1376.0000
690	61.73	60.52	57.46	58.12	61.45	59.69	57.73	50.30	1378.0000
691	61.55	60.35	57.31	57.93	61.15	59.47	57.52	50.28	1380.0000
692	61.38	60.19	57.15	57.74	60.87	59.25	57.30	50.26	1382.0000
693	61.20	60.04	57.01	57.56	60.60	59.04	57.09	50.24	1384.0000
694	61.03	59.88	56.87	57.38	60.34	58.83	56.88	50.21	1386.0000
695	60.85	59.74	56.74	57.21	60.08	58.63	56.69	50.19	1388.0000
696	60.69	59.59	56.61	57.04	59.84	58.43	56.51	50.16	1390.0000
697	60.52	59.45	56.49	56.88	59.59	58.25	56.33	50.13	1392.0000
698	60.36	59.32	56.37	56.71	59.36	58.07	56.14	50.10	1394.0000
699	60.19	59.19	56.25	56.55	59.13	57.89	55.98	50.06	1396.0000
700	60.03	59.05	56.14	56.40	58.90	57.71	55.81	50.03	1398.0000
701	59.88	58.92	56.03	56.24	58.68	57.55	55.66	50.00	1400.0000
